computer_name,event_id,Image,OriginalFileName,CommandLine,CurrentDirectory,User,ParentImage,ParentCommandLine
MY-CAL-WIN10.my-caldera.local,1,C:\AtomicRedTeam\ExternalPayloads\nmap-7.80-setup.exe,-,"""C:\AtomicRedTeam\ExternalPayloads\nmap-7.80-setup.exe"" /S ",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {New-Item -Type Directory \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\\"""" -ErrorAction Ignore -Force | Out-Null"
MY-CAL-WIN10.my-caldera.local,1,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\vcredist_x86.exe,vcredist_x86.exe,"""C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\vcredist_x86.exe"" /q",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\,MY-CALDERA\johnny.douche,C:\AtomicRedTeam\ExternalPayloads\nmap-7.80-setup.exe,"""C:\AtomicRedTeam\ExternalPayloads\nmap-7.80-setup.exe"" /S "
MY-CAL-WIN10.my-caldera.local,1,C:\Program Files\Npcap\NPFInstall.exe,NPFInstall.exe,"""C:\Program Files\Npcap\NPFInstall.exe"" -n -d",C:\Program Files\Npcap\,MY-CALDERA\johnny.douche,C:\Program Files\Npcap\Uninstall.exe,"""C:\Program Files\Npcap\uninstall.exe"" /S /no_kill=no _?=C:\Program Files\Npcap"
MY-CAL-WIN10.my-caldera.local,1,C:\Program Files\Npcap\NPFInstall.exe,NPFInstall.exe,"""C:\Program Files\Npcap\NPFInstall.exe"" -n -u",C:\Program Files\Npcap\,MY-CALDERA\johnny.douche,C:\Program Files\Npcap\Uninstall.exe,"""C:\Program Files\Npcap\uninstall.exe"" /S /no_kill=no _?=C:\Program Files\Npcap"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if ((Test-Path \""""C:\Program Files\TightVNC\tvnviewer.exe\"""")-Or (Test-Path \""""C:\Program Files (x86)\TightVNC\tvnviewer.exe\"""")) {exit 0} else {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Program Files\Npcap\NPFInstall.exe,NPFInstall.exe,"""C:\Program Files\Npcap\NPFInstall.exe"" -n -il",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nsf4B9D.tmp\,MY-CALDERA\johnny.douche,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\npcap-0.9982-oem.exe,"""C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\npcap-0.9982-oem.exe"" /S /winpcap_mode=no"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\SysWOW64\schtasks.exe,schtasks.exe,"SCHTASKS.EXE /Create /F /RU SYSTEM /SC ONSTART /TN npcapwatchdog /TR ""'C:\Program Files\Npcap\CheckStatus.bat'"" /NP",C:\Program Files\Npcap\,MY-CALDERA\johnny.douche,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\npcap-0.9982-oem.exe,"""C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\nskF158.tmp\npcap-0.9982-oem.exe"" /S /winpcap_mode=no"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\SharpView.exe\"""") {exit 0} else {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {try {",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Program Files (x86)\Microsoft Office\root\Office16\WINWORD.EXE,WinWord.exe,"""C:\Program Files (x86)\Microsoft Office\Root\Office16\WINWORD.EXE"" /Automation -Embedding",C:\Windows\system32\,MY-CALDERA\johnny.douche,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch -p
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path \""""C:\AtomicRedTeam\atomics\T1053.005\src\T1053_005_WMI.xml\"""") {exit 0} else {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\ai.exe,ai,"""C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\ai.exe"" ""A7D4B28E-92D4-41B2-8766-2B1FB24E7EC5"" ""9AC1DDFE-A257-46B2-B080-19A2D2313EF4"" ""11056"" ""C:\Program Files (x86)\Microsoft Office\Root\Office16\WINWORD.EXE"" ""WordCombinedFloatieLreOnline.onnx""",C:\Windows\system32\,MY-CALDERA\johnny.douche,C:\Program Files (x86)\Microsoft Office\root\Office16\WINWORD.EXE,"""C:\Program Files (x86)\Microsoft Office\Root\Office16\WINWORD.EXE"" /Automation -Embedding"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""powershell.exe"" & {New-Item -Type Directory \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\\"""" -ErrorAction Ignore -Force | Out-Null",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\HOSTNAME.EXE,hostname.exe,"""C:\Windows\system32\HOSTNAME.EXE""",C:\Windows\system32\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\whoami.exe,whoami.exe,"""C:\Windows\system32\whoami.exe""",C:\Windows\system32\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c ""if not exist %%tmp%%\lsass.DMP (exit /b 1)""",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {cmd /c \""""if not exist %tmp%\lsass.DMP (exit /b 1)\""""} "
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\py.exe,py.exe,"""C:\Windows\py.exe"" -m venv C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {py -m venv \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001\""""}"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""powershell.exe"" & {py -m venv \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001\""""}",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path -Path \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_001\"""") { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path -Path \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1003_002\"""") { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path -Path \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\venv_t1018\"""" ) { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Get-Command py -errorAction SilentlyContinue) { exit 0 } else { exit 1 }} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {try {if (evil-winrm -h) {exit 0} else {exit 1}} catch {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {try {if (evil-winrm -h) {exit 0} else {exit 1}} catch {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" & {if (Test-Path \""""C:\AtomicRedTeam\atomics\..\ExternalPayloads\temp_T1027js.zip\T1027js.js\"""") {exit 0} else {exit 1}} ",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\is-K1TPP.tmp\rubyinstaller-2.7.1-1-x64.tmp,-,"""C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\is-K1TPP.tmp\rubyinstaller-2.7.1-1-x64.tmp"" /SL5=""$45020E,10475774,121344,C:\AtomicRedTeam\ExternalPayloads\rubyinstaller-2.7.1-1-x64.exe"" /S ",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\AtomicRedTeam\ExternalPayloads\rubyinstaller-2.7.1-1-x64.exe,"""C:\AtomicRedTeam\ExternalPayloads\rubyinstaller-2.7.1-1-x64.exe"" /S "
